범위,이벤트,모델,τ,변수,β,SE,p,n,유효n,BW,방법
이벤트별,이란 전쟁,SP500+GPR+IA,0.2,GPR_custom_z,0.00246,0.00246,0.3182,272,54.4,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.2,SP500_x_GPR,0.0009,0.00227,0.6931,272,54.4,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.25,SP500_z,0.0138,0.00357,0.0001,272,68.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.25,GPR_custom_z,0.00181,0.00233,0.4373,272,68.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.25,SP500_x_GPR,0.00152,0.00221,0.494,272,68.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.5,SP500_z,0.01255,0.00327,0.0002,272,136.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.5,GPR_custom_z,0.00275,0.00116,0.0188,272,136.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.5,SP500_x_GPR,-0.00244,0.00236,0.3026,272,136.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.75,SP500_z,0.00998,0.00251,0.0001,272,204.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.75,GPR_custom_z,0.00103,0.002,0.6055,272,204.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.75,SP500_x_GPR,0.00021,0.0027,0.9395,272,204.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.9,SP500_z,0.00955,0.00288,0.0011,272,244.8,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.9,GPR_custom_z,0.00313,0.00383,0.4144,272,244.8,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.9,SP500_x_GPR,0.00593,0.00417,0.156,272,244.8,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.95,SP500_z,0.0086,0.00319,0.0074,272,258.4,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.95,GPR_custom_z,0.00128,0.00477,0.7881,272,258.4,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,SP500+GPR+IA,0.95,SP500_x_GPR,0.00548,0.00455,0.2296,272,258.4,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.01,Gold_z,-0.001,0.00236,0.6706,272,2.7,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.01,GPR_custom_z,0.0122,0.00668,0.0689,272,2.7,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.01,Gold_x_GPR,-0.00041,0.0018,0.8207,272,2.7,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.025,Gold_z,0.00209,0.00218,0.3377,272,6.8,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.025,GPR_custom_z,0.00686,0.0058,0.2381,272,6.8,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.025,Gold_x_GPR,-0.00155,0.00154,0.3133,272,6.8,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.05,Gold_z,0.00079,0.00177,0.655,272,13.6,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.05,GPR_custom_z,0.007,0.00485,0.1495,272,13.6,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.05,Gold_x_GPR,0.00029,0.00131,0.8276,272,13.6,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.1,Gold_z,-0.00015,0.00144,0.9165,272,27.2,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.1,GPR_custom_z,0.00403,0.00383,0.2935,272,27.2,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.1,Gold_x_GPR,0.00194,0.00119,0.1047,272,27.2,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.2,Gold_z,-0.0012,0.00126,0.3451,272,54.4,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.2,GPR_custom_z,0.0043,0.00251,0.0881,272,54.4,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.2,Gold_x_GPR,0.00121,0.00088,0.1685,272,54.4,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.25,Gold_z,-0.00035,0.00113,0.7581,272,68.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.25,GPR_custom_z,0.00448,0.002,0.0264,272,68.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.25,Gold_x_GPR,0.00127,0.00077,0.0998,272,68.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.5,Gold_z,0.00131,0.00099,0.1875,272,136.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.5,GPR_custom_z,0.0036,0.00132,0.007,272,136.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.5,Gold_x_GPR,0.00128,0.00068,0.0584,272,136.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.75,Gold_z,0.00211,0.0011,0.0571,272,204.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.75,GPR_custom_z,0.00019,0.00197,0.9227,272,204.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.75,Gold_x_GPR,0.00109,0.00081,0.1794,272,204.0,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.9,Gold_z,0.00361,0.00145,0.0132,272,244.8,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.9,GPR_custom_z,0.00028,0.00353,0.9358,272,244.8,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.9,Gold_x_GPR,0.00192,0.00117,0.1,272,244.8,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.95,Gold_z,0.00184,0.00178,0.3018,272,258.4,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.95,GPR_custom_z,0.00254,0.00509,0.6185,272,258.4,4,HAC+IA(bw=4)
이벤트별,이란 전쟁,Gold+GPR+IA,0.95,Gold_x_GPR,-0.00158,0.00224,0.4819,272,258.4,4,HAC+IA(bw=4)
